Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,97823.581977,73.388663,27.986264,24.895186,641.338277,970.241276,1250.075393,245.33194100000009,529.706496,749.024524,3264.0,9900.0,3835.058112,49641.237289,49980.617815,164.341397,2907.585112,26507.273552,3978.125791,710.701914,1629.854592,236.121664,281.937145,191.096932
1.0,96902.954774,72.486794,27.988283,24.914288,652.29077,971.179922,1250.393137,245.54406920000005,529.712718,749.031872,3264.0,9900.0,3812.449163,48980.651922,49184.914147,163.591623,2840.407948,31533.573166,3925.605188,712.725271,1640.105873,235.5063,280.91088,223.626523
2.0,96040.274917,71.634438,28.036202,24.896457,656.262138,970.950007,1250.800615,246.13547720000003,529.720798,749.049385,3264.0,9900.0,3764.528382,48326.002309,48368.22669,161.900791,2856.014474,32645.719893,3751.273842,711.437813,1636.439859,234.598485,278.601535,231.805426
3.0,95284.324912,70.905803,27.995336,24.90032,657.721731,970.970629,1251.199214,246.59350160000002,529.730602,749.057353,3264.0,9900.0,3736.706095,48100.608864,48065.12329,160.987377,2916.867207,33116.248236,3534.754334,711.416467,1636.84743,233.446868,277.18413,236.084118
4.0,94664.596678,70.311178,27.971042,24.892278,658.249153,970.723445,1251.57061,246.83979740000007,529.74234,749.084048,3264.0,9900.0,3705.54906,47821.368252,47718.307262,159.939082,2973.750117,33305.221641,3377.900525,712.036808,1636.213778,232.157007,275.531861,238.583866
5.0,93988.318361,69.811371,28.033926,24.904295,658.443649,969.844678,1251.8705,246.99592760000002,529.755953,749.123273,3264.0,9900.0,3648.534169,47237.420587,47128.034014,157.895575,2995.253185,33367.577424,3242.333926,710.807253,1635.62073,231.022936,272.33641,240.202635
6.0,93371.969415,69.417513,28.017592,24.939011,658.518029,969.631324,1252.09196,247.208126,529.76977,749.163355,3264.0,9900.0,3618.783587,47069.614,46963.525451,156.876969,3014.340492,33367.122344,3025.939601,711.447304,1636.371633,230.122815,270.583546,241.323595
7.0,92974.654456,69.191337,27.965703,24.922765,658.538387,969.63683,1252.26211,247.4365262,529.783318,749.198316,3264.0,9900.0,3600.438051,47031.984574,46888.413227,156.296001,3044.903494,33348.021265,2966.969483,711.130317,1636.532512,229.402563,269.474472,242.226471
8.0,92648.926574,69.00698,28.031802,24.885936,658.559377,968.795732,1252.374568,247.62455960000003,529.797735,749.229993,3264.0,9900.0,3549.358841,46522.23868,46363.879084,154.457,3080.606856,33323.992178,2894.61651,709.365057,1636.078564,229.039895,266.277502,243.003271
9.0,92409.371316,68.868998,27.982557,24.890622,658.546989,968.900705,1252.425975,247.768763,529.812802,749.254257,3264.0,9900.0,3539.31722,46578.757267,46434.887215,154.157141,3111.285837,33285.295955,2889.45272,709.80757,1636.737515,228.957669,265.629884,243.602073
10.0,92132.212896,68.729921,28.012595,24.902947,658.560166,968.414496,1252.419971,247.89530480000005,529.828895,749.272794,3264.0,9900.0,3507.411162,46307.583315,46201.661437,153.014968,3131.704539,33242.165616,2850.738602,708.610529,1636.95011,229.265689,263.533728,244.090398
11.0,92038.570572,68.620095,28.007074,24.892683,658.541472,968.396825,1252.376283,248.0301122,529.844854,749.27763,3264.0,9900.0,3497.06223,46302.715787,46184.21363,152.660127,3149.121992,33195.682878,2770.662157,709.824853,1636.457843,229.894044,262.840741,244.483837
