Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,97955.153177,74.386654,27.979388,24.888205,641.925381,970.642635,1250.127845,245.33262679999999,529.706496,749.024524,3264.0,9900.0,3852.433468,49752.039363,50047.190684,165.062639,2930.705461,26507.273565,4009.758798,710.700574,1629.848414,235.982964,278.560887,191.096932
1.0,96977.592628,74.629519,28.012953,24.904102,653.124467,971.225349,1250.496246,245.10205220000006,529.713853,749.038074,3264.0,9900.0,3814.492975,48853.455763,49033.232589,163.748896,2892.695066,25553.031903,4135.804373,712.701621,1640.196389,235.213486,276.796695,184.682497
2.0,96093.908964,74.813888,27.998927,24.880524,657.152607,971.339314,1250.950795,245.0846084,529.723569,749.06266,3264.0,9900.0,3777.942777,48387.005655,48403.000275,162.51842,2868.149902,25309.907486,4203.565894,712.135019,1636.610445,234.033596,274.998253,182.830125
3.0,95255.212011,74.969866,27.979668,24.888827,658.627293,971.112356,1251.392737,245.11431560000008,529.736339,749.083312,3264.0,9900.0,3739.043833,48007.457577,47945.786743,161.199095,2863.794376,25227.363947,4303.140723,711.59202,1636.241208,232.589695,272.981568,182.058201
4.0,94336.209295,75.05549,28.044945,24.932,659.19706,970.249293,1251.764017,245.0985530000001,529.75181,749.124161,3264.0,9900.0,3676.81334,47378.077575,47298.853564,158.971245,2873.679246,25181.133376,4328.148423,711.611212,1635.783926,231.224926,269.546043,181.55519
5.0,93767.836719,75.114143,27.977812,24.896953,659.397803,970.248964,1252.081421,245.0162840000001,529.767795,749.167598,3264.0,9900.0,3650.208025,47281.746197,47112.794754,158.125784,2868.139121,25133.236742,4280.184177,710.315416,1635.938345,229.890885,268.000998,181.063056
6.0,93265.028326,75.210935,28.01477,24.866153,659.435664,969.489095,1252.332391,244.96321280000004,529.785677,749.218602,3264.0,9900.0,3597.688205,46788.084969,46591.532794,156.268173,2854.809445,25103.092075,4260.987309,710.801722,1635.364131,228.777453,264.824306,180.70002
7.0,92752.646239,75.329788,28.007002,24.881957,659.480597,969.133269,1252.49535,244.95404540000007,529.804759,749.268201,3264.0,9900.0,3562.123465,46559.551819,46395.661433,155.03862,2848.70228,25083.026754,4299.872867,709.187584,1636.780738,227.977649,262.579232,180.419139
8.0,92238.79906,75.421312,28.028108,24.919858,659.49787,968.70308,1252.575374,244.94148320000008,529.823915,749.310709,3264.0,9900.0,3524.878554,46306.403255,46180.961706,153.717393,2853.299786,25064.310686,4343.753313,709.083747,1635.260784,227.61113,260.151527,180.16403
9.0,92055.544106,75.472689,28.024897,24.862388,659.509382,968.468062,1252.608798,244.8917456,529.84172,749.33733,3264.0,9900.0,3496.909268,46149.548568,45967.325695,152.75417,2847.104511,25038.022248,4343.511078,709.15674,1636.499348,227.614797,258.276785,179.872604
10.0,91799.327762,75.525927,27.970509,24.917438,659.490304,968.691595,1252.578892,244.86915380000005,529.859048,749.358661,3264.0,9900.0,3495.461445,46302.577321,46193.878483,152.751939,2842.546401,25020.891077,4343.538791,708.919315,1636.703718,227.932104,258.177319,179.648298
11.0,91590.941007,75.579636,28.01047,24.918661,659.519239,968.221083,1252.502059,244.85384660000003,529.874504,749.365411,3264.0,9900.0,3466.113748,46047.839259,45964.165635,151.688046,2840.063644,25001.962807,4343.756039,708.118842,1636.068386,228.645529,256.163427,179.423325
12.0,91607.07138,75.632085,27.960062,24.904598,659.517469,968.54562,1252.398601,244.83708860000007,529.887175,749.357299,3264.0,9900.0,3471.911011,46245.532819,46142.9944,151.941135,2838.050817,24983.916569,4344.066593,708.918156,1637.34784,229.580144,256.563871,179.21273
13.0,91598.472029,75.682679,28.023951,24.886062,659.51479,967.941571,1252.268652,244.819121,529.89761,749.341956,3264.0,9900.0,3444.08488,45928.207153,45856.433942,150.907414,2832.627148,24973.730661,4344.41668,707.719442,1637.56657,230.849871,254.621851,179.060396
14.0,91658.832336,75.734356,28.004785,24.910583,659.505991,968.178409,1252.114356,244.81554260000004,529.904375,749.311599,3264.0,9900.0,3452.231338,46095.033097,46042.389246,151.205432,2827.624885,24959.445134,4344.978489,708.356824,1637.533066,232.354276,255.193311,178.888263
15.0,91823.727542,75.786697,27.982644,24.902665,659.508194,968.359678,1251.956127,244.8185486,529.906824,749.269969,3264.0,9900.0,3460.536629,46222.436112,46164.963633,151.515773,2824.429638,24945.319655,4345.739687,707.64879,1638.629518,233.985745,255.773411,178.724124
16.0,91958.725726,75.838244,28.02131,24.887266,659.519974,968.028262,1251.78694,244.81873040000008,529.904963,749.221753,3264.0,9900.0,3449.006927,46064.837762,46031.605091,151.073972,2828.794665,24937.190322,4346.593789,709.550658,1638.220837,235.792976,254.966453,178.604736
17.0,92176.493973,75.883587,27.988138,24.898418,659.51086,968.388414,1251.617606,244.7902274,529.897936,749.163664,3264.0,9900.0,3467.562489,46298.996805,46261.886597,151.750899,2829.324021,24926.369347,4347.161165,708.994624,1638.893401,237.646861,256.260871,178.472974
18.0,92386.346982,75.925326,27.979478,24.901254,659.495992,968.5161,1251.45218,244.7639708000001,529.885519,749.101076,3264.0,9900.0,3478.731814,46404.548252,46381.570909,152.145287,2821.93633,24913.672396,4347.606903,709.622442,1639.183595,239.494715,257.031294,178.331706
