Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,97028.937702,73.961838,27.966037,24.864832,654.73998,971.791517,1250.243571,245.33800160000004,529.706496,749.024524,3264.0,9900.0,3805.067513,48249.541408,48890.958889,163.244595,2920.969582,26507.273622,3996.438275,710.693557,1629.806649,235.294971,285.931527,191.096932
1.0,95149.26973,73.711787,27.986991,24.927954,671.466277,973.027799,1250.844889,245.30630000000005,529.720746,749.075305,3264.0,9900.0,3752.66142,47107.462331,47478.097491,161.461337,2872.167408,28141.905119,4115.631866,710.643776,1639.406906,233.132317,283.490783,201.909644
2.0,93513.027665,73.387603,27.993462,24.928932,677.500932,973.026686,1251.57149,245.55467480000007,529.744857,749.165665,3264.0,9900.0,3686.381663,46301.329504,46367.243461,159.190761,2862.534525,28550.986026,4008.761442,711.60419,1634.979714,230.028622,280.098691,204.93973
3.0,92164.673816,73.149509,28.049024,24.890038,679.708657,972.060012,1252.285388,245.77964240000006,529.779406,749.273967,3264.0,9900.0,3594.809896,45347.327019,45171.09757,155.98116,2891.808037,28793.108271,3901.199434,709.426023,1634.407439,226.385091,274.888784,206.898283
4.0,90942.750682,72.975019,28.009563,24.891937,680.538209,971.475578,1252.914433,245.85896480000002,529.824019,749.418832,3264.0,9900.0,3526.180385,44802.348649,44513.701399,153.653068,2918.878043,28925.210576,3852.534006,709.300532,1633.416066,222.477783,270.612031,208.135822
5.0,89690.881638,72.821988,28.007574,24.923129,680.833953,970.520081,1253.401683,245.8789538,529.878434,749.586122,3264.0,9900.0,3440.742274,44144.262453,43824.816875,150.693078,2925.605227,28987.265656,3847.641003,707.625008,1632.84206,218.679427,264.879932,208.893036
6.0,88662.202215,72.672679,27.998704,24.90747,680.942856,969.709653,1253.754472,245.9367392,529.941072,749.759141,3264.0,9900.0,3361.71645,43605.893772,43228.08573,147.964434,2926.418984,29012.750333,3855.134069,705.264746,1632.585465,215.208706,259.182254,209.382301
7.0,87793.448725,72.523737,27.999952,24.906959,680.982438,969.028231,1253.976874,246.02673560000005,530.012018,749.930543,3264.0,9900.0,3298.385246,43222.611606,43021.221973,145.755149,2937.275823,29031.330749,3760.273798,704.148344,1632.541839,212.232145,254.386037,209.797777
8.0,87310.645092,72.445971,28.010504,24.917185,680.985689,969.168532,1254.143316,246.0956864,530.09072,750.092193,3264.0,9900.0,3294.763376,43354.633655,43477.532188,145.590653,2946.206047,29036.487186,3804.702925,700.52819,1631.601108,209.663444,256.730008,210.104184
9.0,87188.480599,72.335488,28.004315,24.917478,681.002961,969.315943,1254.311511,246.16083020000005,530.17769,750.245808,3264.0,9900.0,3294.694086,43387.977762,43422.779424,145.599086,2953.00771,29033.989057,3751.636426,698.22828,1631.74147,207.413804,259.065938,210.337028
10.0,87210.015872,72.267125,28.021491,24.921132,681.015329,969.261491,1254.487695,246.22881080000002,530.273513,750.393895,3264.0,9900.0,3294.601004,43319.388409,43312.071572,145.581358,2967.155637,29033.002172,3665.6845,696.143251,1631.736163,205.468355,261.915391,210.557111
11.0,87339.128369,72.259601,28.022377,24.891546,681.014722,969.190635,1254.669296,246.27035659999999,530.377629,750.53304,3264.0,9900.0,3294.48331,43244.956746,43209.365235,145.580624,2978.273429,29030.468388,3718.975646,692.584905,1631.608425,203.780709,265.066508,210.748346
12.0,87320.526649,72.210337,27.989042,24.920639,681.01127,969.203132,1254.820968,246.30685160000004,530.489996,750.666627,3264.0,9900.0,3294.439669,43238.424579,43239.664101,145.611218,2984.966173,29028.418516,3665.944425,690.105345,1631.988734,202.351577,267.745764,210.923192
13.0,87436.097078,72.201668,27.99551,24.898026,681.023935,969.142643,1254.978485,246.35148080000002,530.609009,750.79122,3264.0,9900.0,3294.301545,43171.01303,43136.212869,145.603304,2994.490862,29020.560783,3661.734953,688.543098,1631.505601,201.14127,271.445729,211.045259
14.0,87610.555654,72.194668,28.026518,24.882771,681.036808,968.999267,1255.14689,246.3863072000001,530.734157,750.910254,3264.0,9900.0,3294.130076,43060.290209,43004.900166,145.568218,3006.9704,29019.616759,3656.969462,685.189628,1630.681924,200.149878,275.851898,211.196576
15.0,87750.570764,72.187054,27.999321,24.864953,681.031548,968.980714,1255.302238,246.40337660000006,530.86423,751.024355,3264.0,9900.0,3294.001451,43029.335493,42984.419126,145.593532,3007.832778,29016.368941,3738.421067,680.659324,1631.805341,199.337538,279.851857,211.320012
16.0,87808.554537,72.122897,28.028825,24.905027,681.025462,968.842193,1255.454523,246.44637860000006,530.998431,751.133631,3264.0,9900.0,3293.8281,42933.542896,42901.244721,145.555738,3008.863853,29013.24278,3669.342695,675.694461,1630.651395,198.766808,285.021431,211.431364
17.0,87943.672222,72.11446,28.040607,24.894929,681.013147,968.791135,1255.605975,246.49671740000005,531.134106,751.228681,3264.0,9900.0,3293.622822,42879.297471,42828.195281,145.537772,3021.087869,29005.31908,3704.833969,674.039915,1631.529234,198.405917,290.461651,211.503861
18.0,87942.523983,72.075286,27.988057,24.915554,681.000624,968.874696,1255.721138,246.5116106000001,531.269983,751.315338,3264.0,9900.0,3293.514903,42918.388078,42906.233541,145.585751,3028.029239,29001.814472,3689.242163,670.994798,1630.719138,198.224325,295.680581,211.595487
19.0,88125.589719,72.046051,27.971895,24.861349,681.003755,968.906563,1255.837742,246.52456340000003,531.40381,751.389512,3264.0,9900.0,3293.266829,42907.055751,42848.660645,145.59858,3030.199332,28991.851475,3677.058188,666.39184,1632.10688,198.127497,301.734157,211.635516
20.0,88186.719713,72.027967,27.967402,24.886727,680.994917,968.84954,1255.939566,246.54797600000006,531.535482,751.460507,3264.0,9900.0,3293.048514,42867.464372,42834.218929,145.594647,3030.119967,28994.703879,3661.422692,663.63849,1631.393761,198.151158,308.733716,211.747457
21.0,88276.72078,72.02519,27.988141,24.896047,681.04096,968.762486,1256.042827,246.5799800000001,531.662339,751.520337,3264.0,9900.0,3292.687638,42797.183884,42753.540353,145.561412,3034.3894,28990.266493,3681.760049,659.292845,1631.626589,198.310988,317.333527,211.80746
22.0,88416.062631,72.00754,28.011195,24.897377,681.02759,968.662605,1256.15193,246.59939480000008,531.782361,751.571977,3264.0,9900.0,3292.258066,42722.854352,42663.548216,145.524243,3041.362448,28986.124554,3636.371044,656.974122,1632.471081,198.615127,326.760232,211.863623
23.0,88634.139333,72.021254,28.002155,24.860765,681.004657,968.642039,1256.26016,246.60213080000003,531.893729,751.613357,3264.0,9900.0,3291.825388,42693.063485,42615.396218,145.521937,3049.615748,28980.085337,3630.763191,653.833709,1631.876668,199.006665,336.464253,211.90117
24.0,88721.931667,72.035749,28.020313,24.894288,681.000574,968.533496,1256.359649,246.5903462,531.99553,751.648609,3264.0,9900.0,3291.325428,42625.347409,42573.169807,145.484158,3051.301435,28978.836751,3689.43309,652.273684,1632.963182,199.540631,348.499765,211.961861
25.0,88725.012623,72.007835,28.015581,24.933089,681.002461,968.52445,1256.439546,246.58969100000002,532.085017,751.67334,3264.0,9900.0,3290.871675,42613.441278,42584.598165,145.470298,3051.278537,28968.156873,3724.308595,650.970071,1633.414386,200.235044,361.14713,211.956609
26.0,88893.264931,71.955944,27.989045,24.891804,681.01279,968.616053,1256.510559,246.59661740000004,532.16003,751.683286,3264.0,9900.0,3290.171409,42643.395646,42576.111377,145.477049,3050.506126,28957.474523,3772.585512,649.109596,1632.858969,200.988156,376.251077,211.946666
27.0,88958.217161,71.870936,27.963285,24.902937,681.019244,968.621769,1256.563148,246.60734360000006,532.220795,751.688434,3264.0,9900.0,3289.616349,42643.294299,42600.385399,145.48326,3044.362629,28958.803609,3550.711413,648.265437,1634.396168,201.799993,391.593023,212.008581
28.0,89172.300182,71.957294,27.989766,24.869852,681.01799,968.531077,1256.628435,246.6348926000001,532.265825,751.686782,3264.0,9900.0,3288.426946,42573.181501,42486.877235,145.418954,3057.58824,28955.488789,3563.502417,648.278628,1634.120273,202.646811,411.703783,212.038385
29.0,89325.544029,72.026486,28.017502,24.880791,681.025905,968.384409,1256.69589,246.60795200000007,532.294871,751.679011,3264.0,9900.0,3287.112572,42483.547505,42404.266786,145.345385,3060.707664,28958.352123,3669.125972,647.83046,1635.400106,203.574899,435.265784,212.10556
30.0,89370.893418,72.016172,27.961362,24.888689,681.023862,968.50124,1256.725984,246.58637180000002,532.306458,751.664081,3264.0,9900.0,3286.289389,42551.974794,42507.422444,145.372301,3059.513854,28948.132962,3635.831931,649.041179,1634.511462,204.541645,459.735535,212.083334
31.0,89316.418999,72.033058,27.944216,24.936752,681.013956,968.551838,1256.727686,246.57785600000003,532.30026,751.642,3264.0,9900.0,3285.235037,42585.954653,42562.208917,145.349427,3058.741282,28942.98268,3661.777462,650.067558,1636.185696,205.573333,488.420072,212.08944
32.0,89603.982607,72.032125,27.993631,24.870899,681.029944,968.377735,1256.767448,246.57184940000005,532.274981,751.610704,3264.0,9900.0,3282.26411,42457.55125,42339.024812,145.204704,3055.578045,28934.086829,3710.868877,652.055874,1636.213496,206.629861,525.153913,212.069773
33.0,89791.615478,71.998381,28.028779,24.88222,681.015593,968.178612,1256.809527,246.5731652,532.2321,751.574267,3264.0,9900.0,3279.469061,42346.821861,42239.785816,145.072562,3058.82079,28937.342075,3662.839791,653.481804,1637.68951,207.775203,568.557291,212.124407
