Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,97115.413551,73.464397,27.998797,24.860073,648.831544,971.087049,1250.193417,245.33644280000007,529.706496,749.024524,2443.421009,9900.0,3794.173545,48424.323976,48935.452612,162.790661,2909.406849,26507.273626,3980.618271,710.695505,1629.815757,235.551095,286.472966,191.096932
1.0,95586.813808,72.647874,27.999884,24.914192,665.434416,972.369868,1250.674814,245.52124880000005,529.718777,749.064278,3264.0,9900.0,3758.089877,47523.983997,47892.434522,161.58652,2847.069307,31133.027684,3878.507781,712.308924,1639.00837,233.837204,284.802383,220.954062
2.0,94187.87036,71.916547,28.002682,24.892484,672.823009,972.619053,1251.317498,246.063956,529.739057,749.13646,3264.0,9900.0,3703.104533,46742.568613,46830.630817,159.71481,2857.510738,32163.535283,3746.534064,711.548383,1636.061859,231.246509,282.057307,228.693322
3.0,92842.57636,71.279843,27.977239,24.923786,675.487223,972.327921,1251.965698,246.496892,529.768725,749.224765,3264.0,9900.0,3645.699727,46160.002524,46097.380032,157.767767,2922.63536,32640.583111,3528.462766,710.420668,1634.553582,228.049521,278.948803,232.887285
4.0,91668.113028,70.773552,27.989102,24.914007,676.447336,971.545335,1252.550621,246.69538880000002,529.807094,749.345114,3264.0,9900.0,3572.403671,45485.93815,45292.086718,155.224961,2976.777961,32846.281335,3451.0367,708.9214,1634.156333,224.571114,274.639749,235.364229
5.0,90580.839459,70.30246,28.013081,24.918468,676.797231,970.562424,1253.029488,246.8181848,529.85391,749.488491,3264.0,9900.0,3491.642047,44794.33338,44527.788384,152.404735,2990.569206,32924.117422,3166.99359,707.103117,1633.929702,221.16247,269.476423,236.95841
6.0,89643.878821,70.05117,28.010944,24.914923,676.945909,969.85462,1253.391732,247.0210934,529.90802,749.638818,3264.0,9900.0,3424.064699,44309.257816,43998.908151,150.064782,3006.972824,32945.380227,3218.609274,706.56224,1632.992181,218.030543,264.840873,238.102366
7.0,88776.967696,69.769974,27.999321,24.933233,676.972438,969.198187,1253.62723,247.2369476000001,529.969111,749.78872,3264.0,9900.0,3360.180005,43899.807145,43598.43754,147.859271,3040.767503,32949.983875,3077.133938,704.401935,1632.480301,215.358923,260.227615,239.052694
8.0,88214.649711,69.588502,27.942932,24.912819,676.989856,969.058754,1253.775693,247.39678400000008,530.036356,749.929857,3264.0,9900.0,3323.952171,43787.562207,43454.139551,146.662399,3064.303624,32930.714701,3055.084906,703.143655,1633.493642,213.108414,257.491947,239.776083
9.0,87748.886547,69.424285,27.9893,24.88763,676.988929,968.49608,1253.827444,247.553402,530.110914,750.063059,3264.0,9900.0,3287.575305,43586.530526,43700.351555,145.320245,3089.56514,32904.172341,3005.385327,702.093253,1632.250716,211.36551,255.823574,240.372919
10.0,87730.628493,69.295287,28.002505,24.878323,676.989069,968.64939,1253.883957,247.69318460000008,530.192467,750.182829,3264.0,9900.0,3287.564529,43616.773999,43601.595619,145.31371,3119.490798,32875.395727,2986.95469,699.764238,1632.446668,210.009767,257.562128,240.884208
11.0,87675.023743,69.174015,27.998765,24.927508,677.015541,968.688897,1253.917654,247.80206660000002,530.281453,750.295454,3264.0,9900.0,3287.572867,43632.773145,43623.290385,145.31505,3136.819617,32848.582654,2959.747311,695.974929,1632.960948,209.033956,259.238575,241.342743
12.0,87808.21306,69.074102,28.021974,24.91063,676.994726,968.627418,1253.959432,247.92245960000005,530.376524,750.39269,3264.0,9900.0,3287.537211,43580.85423,43523.48666,145.29265,3152.104734,32815.057075,2935.396331,692.854506,1632.415837,208.382339,261.119789,241.70179
13.0,87869.560922,68.994059,27.977114,24.919201,677.00861,968.709269,1253.967612,248.04303620000002,530.477528,750.478394,3264.0,9900.0,3287.562491,43629.905282,43594.051601,145.338115,3175.089209,32795.155122,2839.988763,691.036632,1633.229354,207.996021,262.413687,242.087879
14.0,88029.341504,68.978502,27.990585,24.905726,677.001148,968.640204,1253.978754,248.13265640000006,530.583048,750.554157,3264.0,9900.0,3287.534513,43582.680051,43517.738752,145.325504,3200.807458,32776.595152,2927.140714,689.104563,1632.989023,207.841235,264.295021,242.438173
15.0,88213.686988,68.891354,27.995703,24.893145,677.030982,968.569076,1253.986848,248.19147140000004,530.691768,750.620074,3264.0,9900.0,3287.510587,43537.0678,43464.464144,145.321054,3202.601984,32759.863213,2826.127111,683.897171,1632.683655,207.890749,266.22256,242.75534
16.0,88386.624011,68.88561,27.998031,24.886042,677.022782,968.499472,1253.988736,248.2909070000001,530.802181,750.678644,3264.0,9900.0,3287.494656,43498.408901,43426.600611,145.318895,3229.025712,32744.328276,2862.53907,680.79369,1633.275537,208.125937,268.151591,243.038996
17.0,88458.349997,68.84344,27.978052,24.907206,677.014866,968.499983,1253.966237,248.33386940000005,530.912568,750.729119,3264.0,9900.0,3287.522623,43509.150919,43463.088635,145.338168,3246.780271,32735.876081,2902.226957,678.495573,1632.711378,208.540195,269.735772,243.33507
18.0,88629.45833,68.767445,28.001086,24.906348,676.993223,968.413809,1253.949441,248.3664836000001,531.020241,750.767858,3264.0,9900.0,3287.489148,43458.274611,43383.533006,145.31509,3252.398345,32718.079984,2952.868237,677.709408,1634.2064,209.125834,271.888863,243.539674
19.0,88909.840152,68.657823,28.006653,24.859686,677.010775,968.345698,1253.939433,248.4167684,531.123045,750.796524,3264.0,9900.0,3287.447642,43413.018736,43312.277483,145.312122,3258.805614,32704.805221,2863.833308,673.928096,1633.867387,209.822064,273.94904,243.742446
20.0,89028.464859,68.614763,27.995696,24.875618,677.037012,968.322154,1253.905832,248.46547460000002,531.219903,750.818127,3264.0,9900.0,3287.480193,43412.711968,43350.508514,145.321801,3267.886193,32701.43899,2756.214617,672.354412,1633.50924,210.635526,275.828684,243.982504
