Time,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11
0.000000,78.312412,43.704348,47.420953,44.136842,25.959596,55.210297,46.800000,82.000000,53.700000,57.000000
1.000000,95.000000,42.751700,47.363816,48.194664,25.773874,55.435836,46.063234,81.184593,53.936245,57.411204
2.000000,95.000000,42.521050,47.261572,48.687126,25.463335,54.870723,46.246990,77.456192,54.033600,57.446582
3.000000,95.000000,42.215200,47.192133,49.620014,25.080024,54.643368,46.980814,72.647003,53.866828,57.517632
4.000000,95.000000,42.097030,47.122641,50.198066,24.705581,54.323463,47.798089,73.065909,53.731223,57.527014
5.000000,95.000000,42.047350,47.040474,49.344995,24.382469,54.006508,48.136522,69.590551,53.681125,57.559646
6.000000,95.000000,41.962343,46.990896,50.090261,24.055974,53.777032,48.254479,66.429311,53.793100,57.585981
7.000000,95.000000,42.073245,46.918714,49.804874,23.754023,53.378900,48.445445,61.514175,53.828367,57.601338
8.000000,95.000000,42.149300,46.859980,50.226230,23.496878,53.073198,48.815564,61.945146,53.773900,57.609310
9.000000,95.000000,42.289224,46.783085,49.412194,23.269102,52.776233,49.161961,60.992632,53.765314,57.613131
10.000000,95.000000,42.525012,46.738947,49.960548,23.088272,52.378378,49.256048,61.004692,53.585950,57.619899
11.000000,95.000000,42.699953,46.688414,49.099327,22.967520,52.155778,49.340206,58.998040,53.613583,57.616805
12.000000,95.000000,42.741013,46.661583,49.973989,22.850047,52.120060,49.596440,58.309880,53.522248,57.660646
13.000000,95.000000,42.839499,46.616053,49.540404,22.770631,52.087746,49.770705,60.980683,53.557186,57.772830
14.000000,95.000000,43.009228,46.592455,49.785758,22.719099,51.947867,49.891458,58.757815,53.577850,57.829042
15.000000,95.000000,42.988791,46.558815,49.404236,22.698971,52.098803,49.929224,57.200014,53.563823,57.907946
16.000000,95.000000,43.243595,46.526152,48.925782,22.706443,51.876774,50.094856,59.017262,53.569447,57.997817
17.000000,95.000000,43.098552,46.519295,49.660048,22.717867,52.185998,50.235577,55.660409,53.726466,58.124434
18.000000,95.000000,43.364489,46.492391,49.159350,22.744352,51.994682,50.271063,58.977955,53.665514,58.217006
19.000000,95.000000,43.241646,46.481464,49.277380,22.762923,52.286780,50.287493,61.001151,53.639543,58.332289
20.000000,95.000000,43.306586,46.464210,48.686120,22.858085,52.327399,50.324864,56.275595,53.926280,58.443509
21.000000,95.000000,43.414602,46.446398,49.011445,22.888119,52.300339,50.453912,55.087133,54.069336,58.562967
