Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,98003.227222,73.809186,28.047172,24.894996,639.495941,969.811648,1250.076094,245.3307998,529.706496,749.024524,3264.0,9900.0,3834.592424,49707.787852,49967.023292,164.33246,2917.343443,26507.273542,3991.477031,710.703425,1629.862361,236.295158,278.827555,191.096932
1.0,97248.654338,73.383433,27.991355,24.904372,649.65299,970.995057,1250.367217,245.3581994000001,529.71125,749.023783,3264.0,9900.0,3826.043756,49284.860728,49448.577305,164.128102,2862.260893,29002.44654,4020.950501,712.348662,1640.135999,235.916346,278.435594,207.525399
2.0,96488.296851,72.948667,28.01731,24.890869,653.319248,970.889071,1250.739298,245.69852180000004,529.717001,749.030975,3264.0,9900.0,3786.568809,48747.605274,48780.627915,162.749812,2861.418709,29577.790108,3882.122965,711.42994,1637.2744,235.267513,276.536545,211.827097
3.0,95787.320655,72.617278,28.039495,24.884367,654.651548,970.456317,1251.103139,245.9769476,529.723633,749.026815,3264.0,9900.0,3743.392862,48273.081821,48228.722653,161.238219,2901.087182,29862.537042,3883.214694,710.695855,1636.468134,234.511967,274.332905,214.282243
4.0,95210.566937,72.261113,27.973585,24.888957,655.144648,970.601828,1251.429287,246.08820920000005,529.730599,749.035732,3264.0,9900.0,3728.484179,48241.973345,48159.161265,160.793294,2928.666506,29990.02735,3663.790087,711.788748,1636.677723,233.632655,273.542128,215.708627
5.0,94614.077862,72.057448,27.961964,24.916204,655.333466,970.270315,1251.698338,246.16138279999998,529.738184,749.057546,3264.0,9900.0,3697.135613,47982.597666,47898.75041,159.71717,2945.891049,30040.493751,3634.440291,711.606537,1636.409599,232.77827,271.830615,216.592546
6.0,94088.07035,71.87158,28.010524,24.906134,655.397545,969.549185,1251.90649,246.24168800000004,529.745279,749.081547,3264.0,9900.0,3649.498683,47514.383529,47407.369284,158.014512,2954.590567,30056.203904,3762.590123,710.605499,1637.156676,232.142454,269.108029,217.202149
7.0,93726.051968,71.59279,27.979501,24.900254,655.431275,969.501606,1252.061796,246.34497200000007,529.751312,749.102066,3264.0,9900.0,3631.652104,47451.594408,47322.066603,157.428141,2960.636308,30054.35322,3615.902791,710.843119,1635.817337,231.700857,268.050682,217.652004
8.0,93379.873329,71.430151,27.979697,24.90199,655.416613,969.145978,1252.160032,246.46020800000002,529.75673,749.119446,3264.0,9900.0,3603.123729,47232.245622,47114.858716,156.43669,2972.447026,30045.6801,3529.444632,711.583802,1637.5175,231.529793,266.320039,218.017038
9.0,93019.521984,71.334365,28.023434,24.920655,655.434964,968.618629,1252.195795,246.55588160000005,529.761062,749.131472,3264.0,9900.0,3568.577457,46926.574399,46837.809249,155.187919,2988.120021,30026.761587,3412.554919,710.867559,1636.345429,231.758471,264.159053,218.28079
10.0,92902.012363,71.324285,27.990941,24.898715,655.448665,968.704618,1252.193862,246.62509700000007,529.763172,749.127522,3264.0,9900.0,3559.44924,46967.024058,46846.669686,154.905963,3007.872222,29993.448725,3445.02495,711.458735,1637.932663,232.272351,263.575714,218.41878
11.0,92725.789621,71.284701,28.043826,24.905592,655.464773,968.173102,1252.147724,246.6624812,529.764062,749.117568,3264.0,9900.0,3530.167678,46675.705587,46593.55176,153.830865,3018.336436,29963.974801,3514.574817,710.708214,1637.240732,233.185068,261.673934,218.54572
12.0,92704.990767,71.1941,28.01194,24.904583,655.446104,968.391847,1252.067454,246.7085594,529.762302,749.091297,3264.0,9900.0,3531.452896,46815.715039,46731.012488,153.905928,3026.304628,29924.20007,3547.417525,711.729833,1639.279435,234.364137,261.757609,218.576337
13.0,92727.663546,71.081293,28.012559,24.898231,655.41899,968.300648,1251.961558,246.75907820000006,529.7582,749.056829,3264.0,9900.0,3523.610506,46786.358997,46715.929336,153.630882,3034.091036,29892.390137,3454.829434,711.374922,1637.498529,235.78058,261.240141,218.629934
