Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,96664.594497,73.700102,28.008986,24.934837,656.164628,971.575551,1250.212407,245.33815280000007,529.706496,749.024524,3264.0,9900.0,3782.976306,47920.373463,48666.481211,162.365783,2914.885824,26507.273523,3988.114544,710.696358,1629.821059,235.399289,287.435248,191.096932
1.0,94999.407341,73.149265,27.991403,24.884552,673.516969,973.214539,1250.844513,245.42313440000007,529.719198,749.067849,3264.0,9900.0,3741.134072,46905.891924,47231.083728,161.004214,2862.456511,29706.416324,3999.89479,713.293302,1639.517163,233.181178,285.480587,212.047654
2.0,93372.111423,72.596856,27.964577,24.898225,679.804695,973.364834,1251.608799,245.81737040000007,529.743996,749.163346,3264.0,9900.0,3683.379284,46166.178433,46227.95675,159.063954,2858.936848,30487.014143,3897.675332,711.23858,1635.239386,229.866042,282.549879,217.791351
3.0,91859.512832,72.123392,28.011528,24.905689,682.075014,972.415171,1252.349023,246.16357520000008,529.780793,749.283137,3264.0,9900.0,3592.622221,45222.911536,45087.245501,155.887416,2904.24367,30874.292716,3754.265342,709.115025,1634.278059,225.926567,277.440906,221.062408
4.0,90468.805891,71.733853,27.991487,24.931263,682.912363,971.670086,1252.987712,246.31957760000003,529.828685,749.440838,3264.0,9900.0,3513.419511,44583.966283,44330.807513,153.170387,2947.393708,31061.214553,3730.20671,708.992216,1632.853094,221.722796,272.513898,223.043645
5.0,89312.54232,71.341338,27.9788,24.909282,683.231855,970.80548,1253.516815,246.39361160000007,529.886702,749.620429,3264.0,9900.0,3431.948215,43949.305519,43577.07466,150.36703,2962.167562,31139.081664,3550.172775,707.62955,1633.449694,217.54285,267.01929,224.278242
6.0,88233.586537,71.085,27.965305,24.909464,683.334655,969.949792,1253.904295,246.51490820000006,529.954803,749.812444,3264.0,9900.0,3352.103473,43389.270257,42987.16161,147.615742,2968.573364,31176.447742,3578.694843,704.491628,1631.92888,213.65514,261.266401,225.188155
7.0,87290.676789,70.816347,27.976551,24.890545,683.373357,968.969508,1254.144998,246.67432880000007,530.032438,750.003134,3264.0,9900.0,3267.802647,42797.868061,42422.405343,144.672577,2979.842033,31193.155374,3396.151284,702.823288,1631.245454,210.298923,255.572374,225.909303
8.0,86836.802932,70.690436,28.003035,24.90522,683.397086,969.238699,1254.34258,246.8301872000001,530.119244,750.18699,3264.0,9900.0,3276.77171,43037.060378,43155.392201,144.92246,3003.704881,31192.865917,3306.875184,700.533616,1632.128855,207.35389,258.669777,226.472738
9.0,86760.541844,70.627513,27.999527,24.890776,683.384308,969.361173,1254.549206,246.94008440000002,530.215919,750.363166,3264.0,9900.0,3276.669974,43051.933887,43076.192841,144.928334,3030.675454,31183.830226,3349.771975,698.985598,1631.100477,204.725029,261.447318,226.931942
10.0,86769.499149,70.525945,28.017636,24.899746,683.406726,969.296749,1254.759816,247.0140878,530.323468,750.532866,3264.0,9900.0,3276.560152,42975.804532,42972.907835,144.908084,3047.922364,31172.323997,3307.51901,695.610747,1631.235766,202.410893,264.687193,227.326368
