Time,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11
0.000000,95.000000,43.519066,47.456161,44.051434,25.898274,55.503164,46.800000,82.000000,53.700000,57.000000
1.000000,95.000000,42.602150,47.391660,51.859745,25.633343,55.643337,46.100513,80.471991,53.788806,57.403923
2.000000,95.000000,42.287166,47.297537,52.553516,25.287694,55.294608,46.583227,71.896668,53.957411,57.445887
3.000000,95.000000,42.163194,47.214171,53.335587,24.905104,54.816136,47.901085,66.936052,53.704054,57.492248
4.000000,95.000000,42.145732,47.148899,54.374891,24.529480,54.359260,48.912851,62.572375,53.747753,57.549494
5.000000,95.000000,42.260931,47.069140,54.058725,24.189712,53.854177,49.420145,54.055931,53.866641,57.551888
6.000000,95.000000,42.160804,47.017174,54.407656,23.852620,53.712570,49.784905,51.777798,53.871118,57.591947
7.000000,95.000000,42.295560,46.937788,53.566528,23.603009,53.321767,50.346599,50.846645,53.707221,57.657327
8.000000,95.000000,42.445907,46.893414,54.289212,23.361738,52.953297,50.759745,43.863475,53.717600,57.644580
9.000000,95.000000,42.594873,46.841127,54.656155,23.156446,52.686492,51.212937,45.070298,53.858793,57.673135
10.000000,95.000000,42.536888,46.799121,54.075940,23.015773,52.752900,51.594285,43.415428,53.890609,57.717868
11.000000,95.000000,42.852496,46.731023,52.693077,22.929384,52.328114,51.914667,40.570864,53.837702,57.755069
12.000000,95.000000,42.742671,46.713054,53.747663,22.826091,52.477614,52.185882,41.750473,53.704364,57.824887
13.000000,95.000000,42.822834,46.682426,53.612652,22.759314,52.451888,52.468581,42.296117,53.807616,57.897349
14.000000,95.000000,42.944214,46.661153,54.215006,22.731465,52.371339,52.693750,38.724001,53.780466,57.989300
15.000000,95.000000,43.060397,46.633085,53.730367,22.724152,52.330982,52.940367,41.821080,53.906547,58.101795
16.000000,95.000000,43.315528,46.588808,52.924958,22.746741,52.115388,53.010432,43.969473,53.863392,58.176471
17.000000,95.000000,43.522069,46.586346,54.282473,22.754269,51.973391,53.160086,41.801127,53.929268,58.310417
18.000000,95.000000,43.332432,46.576717,53.734533,22.797907,52.431208,53.407986,38.256473,54.024624,58.395701
19.000000,95.000000,43.398253,46.558350,53.406717,22.851184,52.483736,53.613949,40.237653,54.056169,58.527365
20.000000,95.000000,43.528132,46.541011,52.758587,22.907401,52.440767,53.693384,37.425637,54.417459,58.664327
21.000000,95.000000,43.442300,46.545287,53.655169,22.967130,52.660002,53.696095,37.291281,54.404972,58.804586
22.000000,95.000000,43.395967,46.536457,53.398527,23.017043,52.857682,53.825634,39.482447,54.949527,58.958359
23.000000,95.000000,43.412159,46.543420,53.686876,23.095819,52.937418,53.821148,36.918628,55.025327,59.086183
24.000000,95.000000,43.513637,46.516255,53.356930,23.141571,52.905991,53.834237,37.402223,55.570441,59.199235
25.000000,95.000000,43.431758,46.523070,53.595915,23.214800,53.088858,53.863259,39.782056,55.994587,59.343245
26.000000,95.000000,43.520988,46.500441,53.132569,23.270688,53.053312,53.910935,37.354822,56.235340,59.473724
27.000000,95.000000,43.465995,46.494363,52.974716,23.329402,53.202058,53.937733,40.754246,56.824709,59.566352
28.000000,95.000000,43.618089,46.489718,53.112705,23.386590,53.064938,53.871917,37.383196,57.523938,59.742144
29.000000,95.000000,43.383589,46.479281,52.809642,23.448586,53.442951,53.891096,37.104086,57.989968,59.876365
30.000000,95.000000,43.386114,46.490314,53.992357,23.492354,53.487544,53.910362,38.566568,58.706402,60.022234
31.000000,95.000000,43.506467,46.469762,53.589185,23.506106,53.399932,53.880870,37.032746,59.500714,60.101487
32.000000,95.000000,43.468721,46.454842,52.855403,23.562025,53.483734,53.776550,38.208773,60.077450,60.270255
33.000000,95.000000,43.585024,46.440693,52.793358,23.613832,53.350975,53.810713,36.559015,60.990044,60.373756
34.000000,95.000000,43.757293,46.430585,52.916400,23.631740,53.185714,53.690790,34.860013,61.777641,60.483991
35.000000,95.000000,43.515659,46.431936,53.114305,23.654208,53.575383,53.660508,38.701037,62.703777,60.583957
36.000000,95.000000,43.448791,46.425945,52.970473,23.703104,53.714714,53.622709,37.393488,63.547682,60.725697
37.000000,95.000000,43.681645,46.407057,52.818379,23.736233,53.437376,53.592034,36.055257,64.466744,60.794716
38.000000,95.000000,43.556593,46.410260,53.091848,23.778709,53.637991,53.520579,40.085388,65.624234,60.917568
39.000000,95.000000,43.683405,46.390090,53.050989,23.768181,53.513827,53.437165,40.836273,66.643795,60.984420
40.000000,95.000000,43.412344,46.402364,53.472668,23.790663,53.916880,53.459377,36.714549,67.587277,61.085884
41.000000,95.000000,43.503539,46.388678,53.282257,23.811235,53.809207,53.385423,37.389887,68.617105,61.204789
42.000000,95.000000,43.598871,46.370741,53.150095,23.822049,53.700569,53.359543,38.895882,69.781813,61.329394
43.000000,95.000000,43.615129,46.376552,53.695885,23.824554,53.692921,53.357891,39.701601,70.827860,61.380300
44.000000,95.000000,43.581568,46.361648,52.927106,23.834801,53.773058,53.239435,39.428310,71.624091,61.472857
45.000000,95.000000,43.568337,46.341627,52.795240,23.851297,53.792759,53.207658,39.798431,72.721244,61.539949
46.000000,95.000000,43.593675,46.337031,52.821539,23.849725,53.759066,53.246975,36.084861,73.641330,61.649750
47.000000,95.000000,43.654701,46.329012,53.317196,23.874232,53.705454,53.112624,37.927832,74.660987,61.699546
48.000000,95.000000,43.740844,46.318878,52.664546,23.873573,53.645305,53.093985,38.310504,75.475759,61.822637
49.000000,95.000000,43.636894,46.322310,53.683881,23.844975,53.789553,53.102319,37.919531,76.367726,61.857595
50.000000,95.000000,43.690158,46.311329,53.320437,23.856087,53.770771,53.013059,41.994888,77.343542,61.937607
51.000000,95.000000,43.503815,46.305971,53.059637,23.860721,54.036892,52.854272,40.742677,78.100619,62.010747
52.000000,95.000000,43.591630,46.294259,53.590299,23.843153,53.903047,52.878431,41.202525,79.049972,62.118761
53.000000,95.000000,43.772596,46.276264,52.898279,23.839938,53.695671,52.945225,37.380575,79.602545,62.146441
54.000000,95.000000,43.715493,46.277127,53.839446,23.824794,53.778193,52.848127,38.918078,80.426299,62.216403
55.000000,95.000000,43.725470,46.250508,52.221722,23.854405,53.816565,52.809337,41.167883,81.031587,62.297999
56.000000,95.000000,43.824361,46.244315,52.590374,23.856196,53.673973,52.871173,40.915400,81.688945,62.389679
57.000000,95.000000,43.894015,46.237968,52.612189,23.847345,53.623063,52.773009,38.453437,82.504054,62.438435
58.000000,95.000000,43.870330,46.246516,53.735792,23.849720,53.694554,52.772065,38.343929,82.957091,62.479604
59.000000,95.000000,43.890420,46.215751,52.321755,23.860658,53.748100,52.755190,41.466935,83.379093,62.602260
