Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,97578.59363,73.617846,27.989335,24.919933,646.645112,971.165587,1250.186793,245.3347778000001,529.706496,749.024524,3264.0,9900.0,3841.528519,49234.741425,49651.961638,164.673411,2912.943547,26507.273503,3985.457142,710.69927,1629.840779,235.741817,278.818131,191.096932
1.0,96263.426388,72.9742,28.032883,24.935915,659.852897,971.850469,1250.656903,245.45044220000008,529.715735,749.048866,3264.0,9900.0,3791.055471,48160.542512,48388.617998,162.922645,2854.519085,30178.031961,3968.302836,711.530351,1640.051492,234.500014,276.423609,215.071095
2.0,95092.900017,72.352388,27.964013,24.933604,664.679382,972.30569,1251.225407,245.902253,529.7298,749.093944,3264.0,9900.0,3758.617335,47787.14612,47812.799184,161.896768,2858.782712,31023.292726,3810.533848,711.190083,1635.862614,232.577723,274.789114,221.323257
3.0,94074.574804,71.845625,28.012067,24.902612,666.415989,971.48646,1251.793456,246.2703476,529.749715,749.145057,3264.0,9900.0,3688.248507,46997.642852,46863.752138,159.423455,2910.543156,31423.889481,3697.598835,712.126847,1635.469644,230.294092,270.992873,224.803293
4.0,93155.851254,71.395318,27.995871,24.879611,667.045552,970.87903,1252.285434,246.43820660000003,529.774986,749.223346,3264.0,9900.0,3627.277142,46481.539844,46270.536452,157.334259,2949.479614,31607.424631,3530.520807,709.604415,1635.491241,227.867617,267.443439,226.887291
5.0,92283.274743,71.054199,27.950238,24.898146,667.27377,970.538872,1252.688154,246.55382420000004,529.805377,749.318425,3264.0,9900.0,3582.555425,46190.476174,45958.177757,155.832099,2970.72411,31680.103186,3492.055905,710.024049,1634.207277,225.452569,264.693691,228.205194
6.0,91458.881181,70.740207,28.021062,24.883634,667.344799,969.351767,1252.978383,246.6906566000001,529.840551,749.42132,3264.0,9900.0,3499.808095,45450.157705,45201.63634,152.887851,2980.990685,31705.661142,3437.160719,708.410947,1634.994786,223.385333,259.294773,229.150207
7.0,90768.432773,70.475286,28.009481,24.894597,667.383552,968.944852,1253.157997,246.8611094000001,529.87924,749.521003,3264.0,9900.0,3451.531951,45187.013461,44945.080531,151.221849,3002.328024,31705.026014,3267.997963,707.710041,1634.39146,221.752589,255.973754,229.861414
8.0,90097.929322,70.336725,28.04817,24.918966,667.390679,968.175574,1253.224125,247.0025840000001,529.921168,749.609838,3264.0,9900.0,3390.541132,44749.252062,44541.968408,149.065014,3025.879115,31688.983115,3232.883365,705.556465,1634.424939,220.743422,252.160815,230.414387
9.0,89857.014202,70.221795,28.010803,24.881988,667.405818,968.253708,1253.234063,247.11744920000004,529.964887,749.680302,3264.0,9900.0,3371.743872,44775.725058,44530.627174,148.446876,3052.078028,31651.611661,3234.253899,704.629339,1634.727666,220.203332,250.195768,230.774839
10.0,89709.295999,70.100796,28.043591,24.8995,667.402958,968.021131,1253.203647,247.20384560000005,530.011827,749.739362,3264.0,9900.0,3329.593001,44438.234858,43041.801345,147.060374,3068.993397,31621.011524,3145.747745,703.161575,1634.946065,220.150261,249.411843,231.118295
11.0,89687.992506,70.045686,28.04134,24.905133,667.396278,968.181592,1253.141314,247.29674540000002,530.060718,749.78124,3264.0,9900.0,3359.108308,44803.513153,44769.3443,147.957726,3082.963121,31581.735944,3134.159631,702.431787,1634.942564,220.473058,250.965519,231.356634
12.0,89689.03221,70.00095,27.957884,24.90173,667.429554,968.447879,1253.028547,247.39197080000005,530.111299,749.809185,3264.0,9900.0,3359.192394,44970.100337,44944.796639,148.046071,3100.22723,31549.316897,3165.399173,702.473077,1635.062524,221.032596,250.617269,231.59146
13.0,89883.54601,69.931797,28.032158,24.900102,667.418765,968.24919,1252.943961,247.4693942,530.163387,749.82762,3264.0,9900.0,3359.160866,44855.242186,44766.972155,147.970204,3117.658032,31523.894305,3131.319488,700.640766,1635.823479,221.844948,252.199289,231.829638
14.0,89926.354935,69.885277,28.007279,24.93375,667.397895,968.283324,1252.821485,247.53001280000004,530.215662,749.833954,3264.0,9900.0,3359.2313,44906.525155,44859.219924,147.993844,3131.343004,31495.826305,3097.50628,699.250611,1635.405067,222.892675,252.35716,232.019998
15.0,90147.77869,69.862451,28.028391,24.903338,667.40066,968.221515,1252.706797,247.58504420000003,530.26645,749.825697,3264.0,9900.0,3359.236556,44877.112137,44784.895428,147.974639,3143.767379,31466.62302,3081.328809,696.672449,1636.734413,224.114643,252.963867,232.159023
