Time,LIR100,LIR120,PIR110,PIR120,TIR100,TIR101,TIR110,TIR120,TIR121,TIR122,FIR100,FIR101,FIR110,FIR111,FIR112,FIR113,FIR120,FIR121,FIR122,FIR123,FIR124,FIR125,IIR110,IIR120
0.0,97613.807265,73.54834,28.015748,24.90722,638.245546,968.997443,1249.924781,245.32936160000006,529.706496,749.024524,3264.0,9900.0,3794.733202,49524.563121,49920.064527,162.641299,2911.266021,26507.273514,3983.16197,710.706125,1629.87491,236.576762,289.748496,191.096932
1.0,96917.36267,72.826076,28.013062,24.909764,647.846494,970.156335,1250.068687,245.46957260000008,529.708945,749.011184,3264.0,9900.0,3784.902295,49145.695798,49362.26916,162.335809,2852.258408,30554.033184,3959.50125,712.109393,1640.635068,236.712797,289.321923,217.46811
2.0,96324.325703,72.129198,27.991594,24.915558,651.328436,970.597319,1250.309785,245.95295000000002,529.710194,748.997148,3264.0,9900.0,3774.148605,48971.460408,49066.965177,162.000878,2855.607643,31455.980999,3783.970772,711.745744,1637.77628,236.636916,288.842974,224.163466
3.0,95882.520327,71.56314,27.965393,24.898631,652.563668,970.677853,1250.576112,246.35787800000003,529.710612,748.967642,3264.0,9900.0,3760.60936,48823.960357,48839.099647,161.567568,2908.668516,31853.263859,3663.859524,712.43627,1636.929854,236.34026,288.224866,227.731298
4.0,95273.259041,71.061217,28.029282,24.957234,653.038157,970.044879,1250.805577,246.5570408000001,529.710807,748.955206,3264.0,9900.0,3722.80476,48367.096711,48394.440225,160.188554,2958.044864,32022.654622,3474.237305,711.536693,1637.662847,236.104312,286.417924,229.833718
5.0,95120.473345,70.678943,28.023391,24.86613,653.232555,969.872985,1251.038039,246.6697010000001,529.708169,748.943799,3264.0,9900.0,3703.371826,48173.584692,48072.416813,159.532756,2978.484203,32061.848908,3422.461063,712.721634,1637.099835,235.86302,285.44605,231.047462
6.0,94774.934453,70.336236,27.990368,24.900977,653.27717,969.786079,1251.21826,246.82338860000007,529.704936,748.941445,3264.0,9900.0,3691.397138,48099.8348,48051.294214,159.147301,2995.002304,32078.019196,3287.920413,711.994337,1637.002348,235.686601,284.831345,232.014292
7.0,94551.138026,70.098541,27.977959,24.879314,653.311077,969.642596,1251.365039,246.99315560000005,529.699771,748.940223,3264.0,9900.0,3675.393264,47981.648192,47907.611849,158.605929,3010.412943,32065.88738,3263.935094,712.725911,1637.530895,235.580202,283.99331,232.735766
8.0,94320.385844,69.884716,27.998267,24.876938,653.310487,969.26311,1251.474443,247.1622188000001,529.693627,748.940335,3264.0,9900.0,3652.332964,47741.754047,47668.841007,157.78489,3036.18078,32048.357581,3130.346766,712.604007,1638.270737,235.640655,282.751813,233.337614
9.0,94034.942635,69.767855,27.985893,24.914726,653.311817,969.188114,1251.535088,247.28950940000007,529.686142,748.935905,3264.0,9900.0,3641.680244,47695.791854,47656.784718,157.422831,3060.414041,32016.672352,3030.59126,713.830095,1637.155911,235.903906,282.164161,233.793003
10.0,93948.567541,69.721787,27.989308,24.885436,653.295676,969.032726,1251.57738,247.39298600000004,529.676844,748.923934,3264.0,9900.0,3628.095179,47588.295077,47504.690326,156.950557,3081.84053,31971.978334,3050.296171,713.893616,1638.615462,236.34631,281.403622,234.104759
11.0,93865.156898,69.659269,27.993265,24.876327,653.27894,968.835441,1251.589187,247.48335140000006,529.666649,748.910178,3264.0,9900.0,3614.882183,47475.303525,47400.898472,156.487367,3104.991645,31934.225241,3039.90353,714.646951,1637.71783,236.985868,280.650713,234.400008
12.0,93737.41763,69.600298,28.000046,24.904931,653.296652,968.729547,1251.566825,247.55238140000003,529.655522,748.889113,3264.0,9900.0,3606.54232,47423.549581,47378.084954,156.186625,3117.578274,31895.803851,3090.929794,713.987026,1638.527477,237.850416,280.168492,234.639335
13.0,93730.650794,69.506171,28.005658,24.885143,653.302853,968.604944,1251.52628,247.63228880000005,529.642638,748.859848,3264.0,9900.0,3596.876583,47351.862551,47287.097359,155.846172,3127.483595,31853.224065,3051.96232,713.588527,1639.174242,238.911731,279.604024,234.805437
14.0,93820.146611,69.444012,27.962329,24.866916,653.323191,968.836639,1251.472707,247.7153084,529.628302,748.822472,3264.0,9900.0,3603.927676,47491.488752,47420.285887,156.135361,3143.547406,31820.602451,2979.421457,714.012299,1639.036762,240.048246,280.015529,234.9935
15.0,93788.777495,69.433071,27.963321,24.886606,653.316689,968.739848,1251.392349,247.77385160000003,529.61282,748.782472,3264.0,9900.0,3599.31857,47460.946091,47434.760783,155.969742,3159.94396,31794.965036,2965.171058,714.676413,1638.909222,241.293103,279.745649,235.188826
16.0,93740.916707,69.4294,27.996243,24.906559,653.318609,968.519687,1251.296405,247.81230320000006,529.594814,748.737043,3264.0,9900.0,3590.848407,47352.307346,47340.330194,155.639193,3173.582021,31763.609352,3012.890274,715.369326,1639.760218,242.70532,279.246841,235.315223
17.0,93760.142412,69.389006,27.967797,24.924807,653.301676,968.760977,1251.185651,247.8414218,529.572859,748.682083,3264.0,9900.0,3599.944767,47513.723946,47506.944926,155.98057,3181.194839,31730.553562,3096.300338,714.983492,1640.719612,244.198982,279.780917,235.399654
18.0,93924.977057,69.28929,28.028873,24.875337,653.302452,968.348338,1251.08902,247.87432220000002,529.546432,748.618949,3264.0,9900.0,3585.51636,47278.236015,47225.220336,155.422186,3185.282194,31702.812804,3015.236427,716.389278,1640.320988,245.814496,278.930079,235.489124
19.0,93970.702419,69.252513,27.989541,24.924621,653.300072,968.641757,1250.971343,247.91203400000006,529.51521,748.550968,3264.0,9900.0,3599.803041,47482.342402,47481.24271,155.95234,3195.900128,31682.543534,2935.59697,717.692623,1640.762862,247.495609,279.771884,235.601353
20.0,94123.734436,69.271874,27.953751,24.909081,653.318194,968.920416,1250.859004,247.9285202000001,529.477469,748.477594,3264.0,9900.0,3613.335985,47656.799693,47640.11995,156.458391,3199.313729,31656.843926,3093.874152,719.185528,1640.540687,249.120964,280.556474,235.65991
21.0,94243.114755,69.179554,28.026651,24.888594,653.315949,968.383082,1250.754465,247.94831660000003,529.433623,748.403971,3264.0,9900.0,3596.429709,47361.446336,47340.799222,155.7993,3205.307605,31639.934446,3088.328545,718.596569,1641.906784,250.821072,279.573956,235.752395
22.0,94297.146531,69.092419,28.022322,24.926236,653.313357,968.498644,1250.635643,247.95775220000004,529.382313,748.325308,3264.0,9900.0,3603.655533,47457.413095,47466.512443,156.04992,3208.026925,31621.166706,2903.712722,721.490002,1641.607739,252.581556,279.995775,235.816972
23.0,94499.587184,69.141396,28.011508,24.896894,653.312169,968.616888,1250.533085,247.96638860000004,529.322244,748.23792,3264.0,9900.0,3611.871569,47532.951889,47506.802394,156.348932,3217.536728,31596.865095,3034.259371,722.893239,1642.502896,254.312142,280.471682,235.831364
