Time,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11
0.000000,23.750000,45.827159,47.503412,44.102133,26.224237,55.249065,46.800000,82.000000,53.700000,57.000000
1.000000,23.750000,47.298794,47.659056,52.471410,27.011016,55.823238,46.090574,77.446241,53.968106,57.442699
2.000000,23.750000,48.152783,47.853187,55.384458,28.031664,56.600247,46.779516,71.591756,54.116631,57.547601
3.000000,23.750000,48.953200,48.015384,56.078145,29.157413,57.083832,48.273968,56.930891,53.952189,57.723061
4.000000,23.750000,49.389350,48.163663,56.522886,30.299456,57.759812,49.540734,52.988367,54.182735,57.907464
5.000000,23.750000,49.807759,48.302180,56.435123,31.496956,58.261179,50.294863,47.500414,54.191920,58.114559
6.000000,23.750000,50.146938,48.430915,56.592634,32.689494,58.717224,50.692555,46.063832,54.371920,58.311426
7.000000,23.750000,50.410234,48.570079,56.946377,33.909797,59.168802,51.236971,40.422100,54.751172,58.572155
8.000000,23.750000,50.561409,48.686871,57.091302,35.121580,59.653726,51.878754,39.777881,54.885446,58.773670
9.000000,23.750000,50.689493,48.805319,56.875043,36.387003,60.073203,52.404652,37.115768,55.097328,59.048256
10.000000,23.750000,50.711421,48.901453,56.052531,37.682183,60.516883,52.878625,35.359759,55.627651,59.305600
11.000000,23.750000,50.864669,49.009244,56.643464,39.006729,60.727399,53.182100,31.558189,55.928528,59.529736
12.000000,23.750000,50.958858,49.109887,56.767483,40.366212,60.993421,53.523527,33.187359,56.236649,59.751795
13.000000,23.750000,50.925594,49.200657,55.506447,41.853282,61.342412,53.871717,31.373410,56.726751,59.951019
14.000000,23.750000,51.117327,49.303910,56.782754,43.323565,61.374008,54.065814,30.191010,57.317933,60.145174
15.000000,23.750000,50.982804,49.410474,57.051759,44.942373,61.821920,54.356959,28.358800,57.644865,60.344240
16.000000,23.750000,51.136231,49.489348,56.021388,46.638486,61.869377,54.563589,30.400648,57.985787,60.508447
17.000000,23.750000,51.069440,49.587999,56.377664,48.432254,62.156412,54.678153,28.557494,58.563949,60.650669
18.000000,23.750000,51.144066,49.685315,56.987114,50.345760,62.294204,54.788973,30.688411,59.052035,60.778553
19.000000,23.750000,51.198633,49.774352,56.815292,52.345241,62.442096,54.911803,30.082159,59.588062,60.901417
