Time,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11
0.000000,23.750000,46.249117,47.556449,44.038931,26.274462,55.428977,46.800000,82.000000,53.700000,57.000000
1.000000,23.750000,47.796442,47.771998,44.675171,27.130421,56.240903,46.083288,84.876064,54.049487,57.451384
2.000000,23.750000,48.786455,47.969946,44.121896,28.283462,57.104718,45.689774,87.182068,54.015756,57.603020
3.000000,23.750000,49.605790,48.167439,44.554264,29.520270,57.726575,45.955545,88.284933,54.145039,57.831026
4.000000,23.750000,49.984939,48.329211,44.242586,30.834350,58.617212,46.262925,87.701883,54.179452,58.056988
5.000000,23.750000,50.526639,48.490082,44.109867,32.178981,59.060660,46.258263,85.615694,54.571345,58.373913
6.000000,23.750000,50.816125,48.644660,44.321253,33.537784,59.672520,46.211914,83.367867,54.942691,58.635427
7.000000,23.750000,51.140805,48.771512,44.129474,34.915922,60.121723,46.102920,88.845870,55.083113,58.998173
8.000000,23.750000,51.541869,48.902097,44.146263,36.308656,60.378245,46.186109,85.057532,55.797800,59.321530
9.000000,23.750000,51.563061,49.042413,44.126730,37.735150,60.984441,46.238867,83.536214,56.139334,59.639034
10.000000,23.750000,51.918468,49.161184,44.258690,39.210223,61.131206,46.203126,84.644145,56.801555,60.005028
11.000000,23.750000,52.145627,49.268863,44.045936,40.728719,61.373931,46.117019,83.446100,57.444742,60.360616
12.000000,23.750000,52.104092,49.397714,44.256192,42.301206,61.857015,46.075970,83.726292,58.238190,60.650968
13.000000,23.750000,52.165381,49.505895,44.267525,43.930340,62.181458,45.970122,86.671341,59.073638,60.970813
14.000000,23.750000,52.447231,49.619893,44.132584,45.660538,62.195643,46.055811,86.018662,59.907757,61.310543
15.000000,23.750000,52.189705,49.717687,43.867923,47.482237,62.813491,45.938923,85.843329,60.621405,61.601336
16.000000,23.750000,52.553746,49.817783,44.117583,49.380949,62.651701,45.876581,86.315480,61.549712,61.853656
17.000000,23.750000,52.436588,49.921698,43.950788,51.407726,63.070772,45.849790,85.322644,62.503948,62.111970
18.000000,23.750000,52.635696,50.039901,44.449766,53.508372,63.099903,45.796548,85.707818,63.558209,62.392088
19.000000,23.750000,52.736291,50.126457,44.042212,55.732111,63.260334,45.777313,85.785768,64.580595,62.586425
20.000000,23.750000,52.742686,50.235289,43.980340,58.108880,63.490864,45.681658,83.379534,65.459449,62.744980
21.000000,23.750000,52.719427,50.328204,43.738252,60.619851,63.754637,45.617615,82.987968,66.457957,62.957523
22.000000,23.750000,52.892221,50.449893,44.561701,63.209040,63.786191,45.607862,85.191507,67.432046,63.148441
23.000000,23.750000,52.855392,50.536616,44.139430,65.971634,64.130774,45.569441,85.570192,68.356454,63.288128
24.000000,23.750000,53.124403,50.637657,44.451547,68.837244,64.067446,45.448815,84.583959,69.304910,63.432675
25.000000,23.750000,53.372697,50.728299,43.916786,71.825644,64.047215,45.407600,86.503300,70.207338,63.512989
26.000000,23.750000,53.402715,50.835234,44.168513,74.962114,64.305442,45.491053,84.936286,71.112950,63.628383
27.000000,23.750000,53.606751,50.928403,43.923871,78.241241,64.389718,45.393016,84.766199,71.585689,63.721385
28.000000,23.750000,53.825715,51.024828,44.020357,81.624325,64.469352,45.361995,84.722865,72.582587,63.857130
29.000000,23.750000,54.032478,51.131100,44.178296,85.176474,64.600100,45.320965,87.439882,73.254054,63.922203
30.000000,23.750000,54.417170,51.228478,43.977966,88.833215,64.517502,45.316939,87.416943,73.709043,64.004997
31.000000,23.750000,54.759223,51.328712,43.958709,92.634710,64.535097,45.226372,84.269230,74.260363,64.085632
32.000000,23.750000,55.046838,51.433800,44.057535,95.000000,64.650342,45.183795,86.850914,74.645778,64.155384
33.000000,23.750000,55.489509,51.522569,43.698150,95.000000,64.600044,45.275766,87.035191,74.998662,64.211255
34.000000,23.750000,55.771247,51.626557,44.017280,95.000000,64.778899,45.297170,86.467921,75.537046,64.273052
35.000000,23.750000,56.308278,51.737708,44.208788,95.000000,64.676144,45.264291,84.459438,75.692331,64.363523
36.000000,23.750000,56.826789,51.826336,43.654841,95.000000,64.635565,45.223907,90.053540,75.934747,64.438043
37.000000,23.750000,57.445534,51.927956,43.664828,95.000000,64.504607,45.138601,87.933838,76.136509,64.501839
38.000000,23.750000,57.892382,52.046060,44.208821,95.000000,64.670008,45.101089,84.681721,76.174441,64.625463
39.000000,23.750000,58.588031,52.150823,44.093432,95.000000,64.577459,45.227372,89.555806,76.335046,64.754815
40.000000,23.750000,59.090484,52.271172,44.328812,95.000000,64.734664,45.310154,86.426348,76.391368,64.869066
41.000000,23.750000,59.932677,52.372671,43.884879,95.000000,64.527930,45.250571,83.650803,76.523560,64.989927
42.000000,23.750000,60.502629,52.478010,43.771980,95.000000,64.674985,45.198750,83.435812,76.356632,65.119563
43.000000,23.750000,61.380568,52.601055,44.229226,95.000000,64.536583,45.219485,88.065968,76.255572,65.307114
44.000000,23.750000,62.050995,52.702117,43.674462,95.000000,64.666561,45.226556,88.616641,76.363404,65.488789
45.000000,23.750000,62.967596,52.824781,43.800106,95.000000,64.554855,45.150071,84.159380,76.101823,65.661156
46.000000,23.750000,63.807152,52.941517,43.797966,95.000000,64.596083,45.085191,85.493773,75.982124,65.886373
47.000000,23.750000,64.685359,53.061058,43.876442,95.000000,64.650781,45.141297,86.042650,75.963408,66.169963
48.000000,23.750000,65.715892,53.176274,43.644932,95.000000,64.592028,45.143090,86.950869,76.119098,66.424019
49.000000,23.750000,66.796008,53.296946,43.741319,95.000000,64.547274,45.053783,87.918534,75.960289,66.670983
50.000000,23.750000,68.070706,53.412354,44.004458,95.000000,64.521596,45.109105,88.252476,76.079296,66.986176
51.000000,23.750000,69.240154,53.519982,43.733714,95.000000,64.581153,44.980342,86.553429,76.024325,67.331619
52.000000,23.750000,70.381528,53.635797,43.516755,95.000000,64.706799,44.939635,87.911637,76.200816,67.678699
