Time,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11
0.000000,59.935282,44.119306,47.406147,44.104538,25.791820,54.864418,46.800000,82.000000,53.700000,57.000000
1.000000,59.966933,44.024956,47.364985,47.892562,25.474745,54.782821,46.123447,84.547597,53.768192,57.380222
2.000000,59.946213,44.165439,47.334644,49.263692,25.147298,54.503137,46.266369,77.471276,53.922904,57.458443
3.000000,59.938643,44.349441,47.293065,48.780234,24.931289,54.217097,47.002834,76.684146,53.822412,57.528268
4.000000,59.918314,44.373497,47.271247,49.331573,24.813511,54.155950,47.671781,70.944161,53.571533,57.502762
5.000000,59.910583,44.635440,47.263652,49.563161,24.783402,53.880737,48.029608,65.985865,53.663946,57.541419
6.000000,59.912979,44.394286,47.257183,49.569298,24.849821,54.287528,48.276754,67.015401,53.544963,57.495593
7.000000,59.919374,44.491184,47.264408,50.165013,24.988842,54.259564,48.460284,65.201255,53.515697,57.518031
8.000000,59.921450,44.411193,47.272686,49.743156,25.215397,54.513833,48.604185,60.655645,53.376354,57.557995
9.000000,59.924618,44.281428,47.290472,50.079595,25.491065,54.784711,48.959284,62.134682,53.157758,57.523130
10.000000,59.912522,44.261519,47.304128,49.645488,25.811481,54.946640,49.216638,59.851491,52.941223,57.514753
11.000000,59.912248,44.112167,47.326200,49.696397,26.214712,55.244401,49.332644,61.764298,52.943984,57.532153
12.000000,59.920913,43.981052,47.353966,49.682127,26.621714,55.527219,49.456322,60.816401,52.709641,57.488364
13.000000,59.902744,43.793820,47.388279,49.465838,27.074489,55.866883,49.597995,56.064311,52.512745,57.497395
14.000000,59.920980,43.559219,47.400721,49.331843,27.528174,56.239859,49.763587,59.992712,52.300832,57.452967
15.000000,59.930949,43.427834,47.438232,50.090460,28.014290,56.449645,49.860173,60.902759,52.098877,57.417338
16.000000,59.915315,43.146135,47.465370,50.025664,28.513699,56.890101,49.972425,59.560028,51.954624,57.356719
17.000000,59.915969,42.976773,47.487382,49.718213,29.032149,57.122328,50.044817,57.073364,51.393000,57.299476
18.000000,59.914902,42.807048,47.504801,49.597532,29.562460,57.335474,50.142171,57.860437,51.073171,57.194702
19.000000,59.898047,42.661654,47.528138,49.408614,30.084615,57.503905,50.263244,57.872401,50.982903,57.150646
20.000000,59.921343,42.343330,47.554565,49.730667,30.646474,57.900161,50.313544,60.756985,50.593134,56.990959
21.000000,59.921203,42.024252,47.575810,50.015531,31.192289,58.321042,50.390603,61.184555,50.139105,56.868919
22.000000,59.924549,41.834018,47.599171,50.154591,31.742680,58.509162,50.447389,59.652060,49.756782,56.815066
23.000000,59.923589,41.781020,47.617844,50.101441,32.288566,58.498992,50.407591,60.781208,49.403812,56.649245
24.000000,59.910084,41.503844,47.634453,50.045599,32.837722,58.825235,50.353481,59.378866,48.778474,56.505667
25.000000,59.912175,41.260745,47.645669,49.643064,33.382213,59.068857,50.538629,57.361022,48.432459,56.372769
26.000000,59.919860,41.031849,47.667978,50.203416,33.936851,59.280854,50.670963,56.212021,47.917803,56.195344
27.000000,59.911172,40.907324,47.669044,49.764888,34.477021,59.356654,50.682996,55.000212,47.459200,56.016774
28.000000,59.908925,40.679118,47.698072,50.618937,35.019673,59.574928,50.742718,54.991519,46.903340,55.866718
29.000000,59.911119,40.438602,47.702910,50.125547,35.568533,59.827873,50.659391,53.624306,46.462004,55.722007
30.000000,59.917772,40.397825,47.700891,49.468854,36.110076,59.726158,50.639118,56.368426,45.912116,55.565208
31.000000,59.918434,40.304129,47.704370,49.646040,36.649905,59.738582,50.742686,55.408526,45.318266,55.384999
32.000000,59.933295,40.010331,47.717823,49.444150,37.176383,60.092255,50.774397,56.177859,44.669509,55.254379
33.000000,59.932974,39.763395,47.725714,49.601650,37.720599,60.344940,50.704463,57.217294,44.338123,55.091766
34.000000,59.922940,39.682236,47.747551,50.479385,38.221995,60.327298,50.690157,57.858236,43.877005,54.935847
35.000000,59.899815,39.395940,47.750795,49.884077,38.718229,60.669325,50.741021,57.522853,43.526055,54.793079
36.000000,59.915202,39.405101,47.766503,50.261921,39.230134,60.470968,50.782870,56.692446,43.147928,54.627058
37.000000,59.903300,39.258199,47.759332,49.859969,39.737171,60.597096,50.751179,56.861538,42.529577,54.439683
38.000000,59.902131,39.049783,47.759273,49.582686,40.222849,60.811558,50.796116,58.001118,42.212267,54.316402
39.000000,59.915693,38.908450,47.772904,50.360325,40.725513,60.891468,50.798294,57.700580,41.749277,54.237611
40.000000,59.913021,38.767310,47.770903,49.999119,41.187038,61.001948,50.856974,58.687769,41.597124,54.027850
41.000000,59.905690,38.542093,47.774797,50.130499,41.664362,61.246758,50.865775,53.565489,41.102098,53.925987
42.000000,59.912063,38.466195,47.781978,50.100281,42.165022,61.201387,50.788802,57.804955,41.014067,53.798597
43.000000,59.902941,38.325537,47.766985,49.372545,42.618291,61.308775,50.867233,58.152129,40.698999,53.720162
44.000000,59.900699,38.286572,47.785547,50.957845,43.070190,61.211586,50.966286,58.089822,40.545813,53.589779
45.000000,59.914945,38.152012,47.792072,49.896008,43.503451,61.362684,50.891924,56.734883,40.415325,53.469555
46.000000,59.901665,38.030134,47.793408,50.365877,43.972565,61.438653,50.969498,53.558366,40.358458,53.410426
47.000000,59.908393,37.861896,47.794836,49.931461,44.402299,61.612395,50.964284,54.640457,40.208053,53.321286
48.000000,59.919073,37.769725,47.792292,50.228295,44.830505,61.617127,50.938556,59.055736,40.314709,53.246243
49.000000,59.911377,37.697461,47.794318,51.066706,45.236965,61.636349,50.955578,55.461368,40.508227,53.159827
50.000000,59.914394,37.640957,47.797780,50.239942,45.653071,61.646507,50.942871,54.914998,40.525982,53.081595
51.000000,59.920923,37.558625,47.803303,50.498015,46.078087,61.663368,50.902445,57.998785,40.640983,53.048368
52.000000,59.910698,37.425977,47.801022,50.625401,46.475195,61.803807,50.938573,60.593082,40.887775,53.024683
53.000000,59.942644,37.331910,47.805019,50.293149,46.857853,61.860182,50.943017,57.536890,41.181401,52.955328
54.000000,59.914926,37.179102,47.800730,50.208454,47.240282,62.007398,50.937166,56.190534,41.423893,52.956707
55.000000,59.910948,37.033252,47.789184,50.058355,47.631274,62.134147,50.968661,58.048809,41.674795,52.932639
56.000000,59.901682,37.030915,47.794974,50.359973,48.046577,61.993187,50.952321,53.020437,42.179687,52.915482
57.000000,59.904942,37.099170,47.797325,50.536489,48.389711,61.789794,50.977333,58.049915,42.477149,52.911511
58.000000,59.903311,36.947093,47.784756,49.937781,48.768310,62.011975,50.998032,57.084954,42.917569,52.941779
59.000000,59.917909,36.898007,47.781575,49.880545,49.148024,61.998000,50.884256,59.624511,43.339883,52.905299
