Time,Ambient_Temp,Feed_Quality,Feed_Temp,Condenser_Efficiency,Cyclone_Damage,Catalyst_Deactivation,Preheater_Increase,Preheater_Shutdown,Dist_V2,Dist_V3,Dist_V4,Dist_V6,Dist_V7,Dist_V8
0,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
1.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
2.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
3.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
4.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
5.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
6.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
7.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
8.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
9.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
10.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
11.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
12.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
13.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
14.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
15.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
16.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
17.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
18.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
19.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
20.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
21.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
22.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
23.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
24.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
25.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
26.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
27.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
28.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
29.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
30.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
31.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
32.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
33.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
34.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
35.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
36.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
37.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
38.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
39.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
40.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
41.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
42.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
43.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
44.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
45.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
46.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
47.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
48.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
49.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
50.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
51.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
52.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
53.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
54.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
55.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
56.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
57.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
58.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
59.000000,77.157612,22.323664,460.921833,0.937510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.451160
