Time,Ambient_Temp,Feed_Quality,Feed_Temp,Condenser_Efficiency,Cyclone_Damage,Catalyst_Deactivation,Preheater_Increase,Preheater_Shutdown,Dist_V2,Dist_V3,Dist_V4,Dist_V6,Dist_V7,Dist_V8
0,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
1.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
2.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
3.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
4.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
5.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
6.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
7.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
8.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
9.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
10.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
11.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
12.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
13.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
14.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
15.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
16.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
17.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
18.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
19.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
20.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
21.000000,77.891561,22.337710,460.898238,0.711567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.832693
