Time,Ambient_Temp,Feed_Quality,Feed_Temp,Condenser_Efficiency,Cyclone_Damage,Catalyst_Deactivation,Preheater_Increase,Preheater_Shutdown,Dist_V2,Dist_V3,Dist_V4,Dist_V6,Dist_V7,Dist_V8
0,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
1.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
2.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
3.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
4.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
5.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
6.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
7.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
8.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
9.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
10.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
11.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
12.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
13.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
14.000000,83.042532,18.658449,460.938524,0.882115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.144783
