Time,Ambient_Temp,Feed_Quality,Feed_Temp,Condenser_Efficiency,Cyclone_Damage,Catalyst_Deactivation,Preheater_Increase,Preheater_Shutdown,Dist_V2,Dist_V3,Dist_V4,Dist_V6,Dist_V7,Dist_V8
0,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
1.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
2.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
3.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
4.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
5.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
6.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
7.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
8.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
9.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
10.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
11.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
12.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
13.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
14.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
15.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
16.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
17.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
18.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
19.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
20.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
21.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
22.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
23.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
24.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
25.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
26.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
27.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
28.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
29.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
30.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
31.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
32.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
33.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
34.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
35.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
36.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
37.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
38.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
39.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
40.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
41.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
42.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
43.000000,93.007663,18.818624,460.932729,0.785200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.490840
